Date,Sample Collection Date,Daily Increase,Population Density (per km^2),Infection rate,Mutation Rate
0,2020/1/23,1,35.608,3.03E-06,0.00046818
2,2020/1/25,1,35.608,6.07E-06,0.000200649
2,2020/1/25,1,35.608,6.07E-06,0.000200649
4,2020/1/27,3,35.608,1.52E-05,0
5,2020/1/28,0,35.608,1.52E-05,0.00046818
6,2020/1/29,0,35.608,1.52E-05,0.000200649
6,2020/1/29,0,35.608,1.52E-05,0.000200649
6,2020/1/29,0,35.608,1.52E-05,0.000267532
6,2020/1/29,0,35.608,1.52E-05,0.000133766
8,2020/1/31,1,35.608,1.82E-05,6.69E-05
14,2020/2/6,1,35.608,3.64E-05,0.000267532
18,2020/2/10,0,35.608,3.64E-05,6.69E-05
19,2020/2/11,1,35.608,3.95E-05,0.00046818
25,2020/2/17,0,35.608,4.55E-05,0.000267532
25,2020/2/17,0,35.608,4.55E-05,0.000133766
25,2020/2/17,0,35.608,4.55E-05,0.000133766
25,2020/2/17,0,35.608,4.55E-05,0.000133766
25,2020/2/17,0,35.608,4.55E-05,6.69E-05
26,2020/2/18,0,35.608,4.55E-05,0.000200649
26,2020/2/18,0,35.608,4.55E-05,0.000401298
26,2020/2/18,0,35.608,4.55E-05,6.69E-05
28,2020/2/20,0,35.608,4.55E-05,6.69E-05
29,2020/2/21,0,35.608,4.55E-05,6.69E-05
29,2020/2/21,0,35.608,4.55E-05,0.000267532
29,2020/2/21,0,35.608,4.55E-05,0.000200649
29,2020/2/21,0,35.608,4.55E-05,0.000267532
29,2020/2/21,0,35.608,4.55E-05,6.69E-05
31,2020/2/23,0,35.608,0.000106222,6.69E-05
32,2020/2/24,0,35.608,0.000106222,0.000200649
33,2020/2/25,18,35.608,0.00016085,0.000334415
35,2020/2/27,6,35.608,0.000179059,0.000401298
36,2020/2/28,0,35.608,0.000179059,0.000535063
37,2020/2/29,3,35.608,0.000188164,0.000535063
37,2020/2/29,3,35.608,0.000188164,0.000535063
37,2020/2/29,3,35.608,0.000188164,0.000668829
37,2020/2/29,3,35.608,0.000188164,0.000334415
42,2020/3/5,21,35.608,0.000364188,0.00046818
42,2020/3/5,21,35.608,0.000364188,0.000401298
42,2020/3/5,21,35.608,0.000364188,0.000334415
42,2020/3/5,21,35.608,0.000364188,0.000401298
42,2020/3/5,21,35.608,0.000364188,0.000601946
43,2020/3/6,19,35.608,0.000418816,0.000401298
43,2020/3/6,19,35.608,0.000418816,0.000401298
43,2020/3/6,19,35.608,0.000418816,0.00046818
44,2020/3/7,65,35.608,0.00061305,0.00046818
45,2020/3/8,0,35.608,0.00061305,0.000267532
45,2020/3/8,0,35.608,0.00061305,0.000401298
45,2020/3/8,0,35.608,0.00061305,0.000401298
45,2020/3/8,0,35.608,0.00061305,0.000334415
46,2020/3/9,0,35.608,0.00061305,0.00046818
46,2020/3/9,0,35.608,0.00061305,0.000535063
46,2020/3/9,0,35.608,0.00061305,0.000401298
47,2020/3/10,259,35.608,0.00137481,0.000401298
47,2020/3/10,259,35.608,0.00137481,0.000535063
48,2020/3/11,224,35.608,0.002036419,0.00046818
48,2020/3/11,224,35.608,0.002036419,0.00046818
49,2020/3/12,291,35.608,0.002907436,0.00046818
49,2020/3/12,291,35.608,0.002907436,0.000334415
49,2020/3/12,291,35.608,0.002907436,0.00046818
49,2020/3/12,291,35.608,0.002907436,0.000535063
49,2020/3/12,291,35.608,0.002907436,0.000735712
50,2020/3/13,277,35.608,0.003726859,0.000668829
50,2020/3/13,277,35.608,0.003726859,0.000334415
50,2020/3/13,277,35.608,0.003726859,0.000535063
50,2020/3/13,277,35.608,0.003726859,0.000334415
50,2020/3/13,277,35.608,0.003726859,0.000535063
50,2020/3/13,277,35.608,0.003726859,0.000401298
50,2020/3/13,277,35.608,0.003726859,0.000267532
50,2020/3/13,277,35.608,0.003726859,0.000401298
50,2020/3/13,277,35.608,0.003726859,0.000535063
51,2020/3/14,769,35.608,0.006027314,0.00046818
51,2020/3/14,769,35.608,0.006027314,0.00046818
52,2020/3/15,622,35.608,0.00785736,0.000334415
52,2020/3/15,622,35.608,0.00785736,0.000535063
52,2020/3/15,622,35.608,0.00785736,0.000535063
53,2020/3/16,589,35.608,0.009626707,0.000401298
53,2020/3/16,589,35.608,0.009626707,0.000735712
53,2020/3/16,589,35.608,0.009626707,0.000401298
53,2020/3/16,589,35.608,0.009626707,0.000601946
53,2020/3/16,589,35.608,0.009626707,0.000401298
54,2020/3/17,1385,35.608,0.013629742,0.000668829
54,2020/3/17,1385,35.608,0.013629742,0.000401298
54,2020/3/17,1385,35.608,0.013629742,0.000401298
54,2020/3/17,1385,35.608,0.013629742,0.000601946
55,2020/3/18,1702,35.608,0.018670713,0.00046818
55,2020/3/18,1702,35.608,0.018670713,0.000535063
55,2020/3/18,1702,35.608,0.018670713,0.00046818
55,2020/3/18,1702,35.608,0.018670713,0.000535063
55,2020/3/18,1702,35.608,0.018670713,0.00046818
55,2020/3/18,1702,35.608,0.018670713,0.000668829
55,2020/3/18,1702,35.608,0.018670713,0.000401298
56,2020/3/19,7511,35.608,0.041010622,0.000735712
56,2020/3/19,7511,35.608,0.041010622,0.000401298
56,2020/3/19,7511,35.608,0.041010622,0.000334415
57,2020/3/20,5259,35.608,0.056861912,0.000535063
57,2020/3/20,5259,35.608,0.056861912,0.000401298
58,2020/3/21,6392,35.608,0.075936267,0.000401298
58,2020/3/21,6392,35.608,0.075936267,0.000401298
59,2020/3/22,7580,35.608,0.098591806,0.00046818
59,2020/3/22,7580,35.608,0.098591806,0.000869478
59,2020/3/22,7580,35.608,0.098591806,0.000401298
59,2020/3/22,7580,35.608,0.098591806,0.000735712
60,2020/3/23,10141,35.608,0.128992413,0.000601946
60,2020/3/23,10141,35.608,0.128992413,0.00046818
60,2020/3/23,10141,35.608,0.128992413,0.000535063
61,2020/3/24,10374,35.608,0.159490137,0.000668829
61,2020/3/24,10374,35.608,0.159490137,0.000401298
62,2020/3/25,12190,35.608,0.195675266,0.000601946
62,2020/3/25,12190,35.608,0.195675266,0.000401298
62,2020/3/25,12190,35.608,0.195675266,0.000401298
62,2020/3/25,12190,35.608,0.195675266,0.00046818
63,2020/3/26,17729,35.608,0.247726859,0.000535063
63,2020/3/26,17729,35.608,0.247726859,0.000401298
63,2020/3/26,17729,35.608,0.247726859,0.000535063
63,2020/3/26,17729,35.608,0.247726859,0.000601946
64,2020/3/27,18150,35.608,0.30108346,0.00046818
64,2020/3/27,18150,35.608,0.30108346,0.000401298
64,2020/3/27,18150,35.608,0.30108346,0.000401298
65,2020/3/28,19460,35.608,0.35847041,0.000735712
65,2020/3/28,19460,35.608,0.35847041,0.000535063
65,2020/3/28,19460,35.608,0.35847041,0.000535063
65,2020/3/28,19460,35.608,0.35847041,0.00046818
65,2020/3/28,19460,35.608,0.35847041,0.000601946
65,2020/3/28,19460,35.608,0.35847041,0.000601946
65,2020/3/28,19460,35.608,0.35847041,0.000936361
66,2020/3/29,19769,35.608,0.412,0.00046818
66,2020/3/29,19769,35.608,0.412,0.00046818
66,2020/3/29,19769,35.608,0.412,0.000869478
66,2020/3/29,19769,35.608,0.412,0.000668829
66,2020/3/29,19769,35.608,0.412,0.001203893
67,2020/3/30,19134,35.608,0.461918058,0.00046818
67,2020/3/30,19134,35.608,0.461918058,0.000401298
67,2020/3/30,19134,35.608,0.461918058,0.00046818
67,2020/3/30,19134,35.608,0.461918058,0.000267532
67,2020/3/30,19134,35.608,0.461918058,0.000535063
67,2020/3/30,19134,35.608,0.461918058,0.000869478
67,2020/3/30,19134,35.608,0.461918058,0.000535063
67,2020/3/30,19134,35.608,0.461918058,0.000401298
67,2020/3/30,19134,35.608,0.461918058,0.000668829
67,2020/3/30,19134,35.608,0.461918058,0.000535063
67,2020/3/30,19134,35.608,0.461918058,0.000869478
67,2020/3/30,19134,35.608,0.461918058,0.00046818
67,2020/3/30,19134,35.608,0.461918058,0.000401298
68,2020/3/31,26245,35.608,0.53276176,0.000668829
68,2020/3/31,26245,35.608,0.53276176,0.000668829
68,2020/3/31,26245,35.608,0.53276176,0.000869478
69,2020/4/1,27107,35.608,0.60752959,0.000535063
69,2020/4/1,27107,35.608,0.60752959,0.00046818
69,2020/4/1,27107,35.608,0.60752959,0.000535063
69,2020/4/1,27107,35.608,0.60752959,0.000401298
69,2020/4/1,27107,35.608,0.60752959,0.00046818
69,2020/4/1,27107,35.608,0.60752959,0.000535063
69,2020/4/1,27107,35.608,0.60752959,0.000668829
69,2020/4/1,27107,35.608,0.60752959,0.00046818
69,2020/4/1,27107,35.608,0.60752959,0.000668829
69,2020/4/1,27107,35.608,0.60752959,0.000601946
69,2020/4/1,27107,35.608,0.60752959,0.000936361
69,2020/4/1,27107,35.608,0.60752959,0.000668829
70,2020/4/2,28810,35.608,0.689957511,0.000668829
70,2020/4/2,28810,35.608,0.689957511,0.000535063
70,2020/4/2,28810,35.608,0.689957511,0.000601946
70,2020/4/2,28810,35.608,0.689957511,0.000133766
70,2020/4/2,28810,35.608,0.689957511,0.00046818
70,2020/4/2,28810,35.608,0.689957511,0.000601946
70,2020/4/2,28810,35.608,0.689957511,0.000535063
70,2020/4/2,28810,35.608,0.689957511,0.000535063
70,2020/4/2,28810,35.608,0.689957511,0.000401298
70,2020/4/2,28810,35.608,0.689957511,0.000535063
71,2020/4/3,34813,35.608,0.788518968,0.000869478
71,2020/4/3,34813,35.608,0.788518968,0.00046818
71,2020/4/3,34813,35.608,0.788518968,6.69E-05
71,2020/4/3,34813,35.608,0.788518968,0.000601946
71,2020/4/3,34813,35.608,0.788518968,0.000601946
71,2020/4/3,34813,35.608,0.788518968,0.000668829
71,2020/4/3,34813,35.608,0.788518968,0.000735712
72,2020/4/4,31855,35.608,0.867347496,0.00046818
72,2020/4/4,31855,35.608,0.867347496,0.000601946
72,2020/4/4,31855,35.608,0.867347496,0.00046818
72,2020/4/4,31855,35.608,0.867347496,0.000133766
72,2020/4/4,31855,35.608,0.867347496,0.00046818
73,2020/4/5,26674,35.608,0.936861912,0.000668829
73,2020/4/5,26674,35.608,0.936861912,0.000401298
73,2020/4/5,26674,35.608,0.936861912,0.00046818
73,2020/4/5,26674,35.608,0.936861912,0.000601946
73,2020/4/5,26674,35.608,0.936861912,0.000401298
73,2020/4/5,26674,35.608,0.936861912,0.000601946
73,2020/4/5,26674,35.608,0.936861912,0.000735712
74,2020/4/6,27235,35.608,1.015138088,0.000668829
74,2020/4/6,27235,35.608,1.015138088,0.00046818
74,2020/4/6,27235,35.608,1.015138088,0.000802595
74,2020/4/6,27235,35.608,1.015138088,0.000802595
74,2020/4/6,27235,35.608,1.015138088,0.000535063
74,2020/4/6,27235,35.608,1.015138088,0.000735712
75,2020/4/7,33464,35.608,1.097207891,0.000668829
75,2020/4/7,33464,35.608,1.097207891,0.000601946
75,2020/4/7,33464,35.608,1.097207891,0.000668829
75,2020/4/7,33464,35.608,1.097207891,0.000668829
75,2020/4/7,33464,35.608,1.097207891,0.00046818
75,2020/4/7,33464,35.608,1.097207891,0.000133766
75,2020/4/7,33464,35.608,1.097207891,0.000668829
75,2020/4/7,33464,35.608,1.097207891,0.000735712
76,2020/4/8,26912,35.608,1.172097117,0.000601946
76,2020/4/8,26912,35.608,1.172097117,0.000869478
76,2020/4/8,26912,35.608,1.172097117,0.000802595
76,2020/4/8,26912,35.608,1.172097117,0.000401298
76,2020/4/8,26912,35.608,1.172097117,0.000535063
76,2020/4/8,26912,35.608,1.172097117,0.000535063
77,2020/4/9,39000,35.608,1.275301973,0.00046818
77,2020/4/9,39000,35.608,1.275301973,0.000802595
77,2020/4/9,39000,35.608,1.275301973,6.69E-05
78,2020/4/10,34400,35.608,1.363153263,0.001070127
78,2020/4/10,34400,35.608,1.363153263,0.000267532
79,2020/4/11,29861,35.608,1.440555387,0.000535063
80,2020/4/12,23620,35.608,1.505216995,0.00046818
80,2020/4/12,23620,35.608,1.505216995,0.00046818
81,2020/4/13,31663,35.608,1.560962064,0.000535063
81,2020/4/13,31663,35.608,1.560962064,6.69E-05
81,2020/4/13,31663,35.608,1.560962064,0.000601946
81,2020/4/13,31663,35.608,1.560962064,0.000401298
81,2020/4/13,31663,35.608,1.560962064,0.000735712
81,2020/4/13,31663,35.608,1.560962064,0.000668829
82,2020/4/14,21310,35.608,1.6112261,0.00046818
82,2020/4/14,21310,35.608,1.6112261,0.000267532
82,2020/4/14,21310,35.608,1.6112261,0.000267532
83,2020/4/15,33361,35.608,1.687186646,0.000535063
83,2020/4/15,33361,35.608,1.687186646,0.000535063
84,2020/4/16,30875,35.608,1.760179059,0.00046818
84,2020/4/16,30875,35.608,1.760179059,0.000601946
84,2020/4/16,30875,35.608,1.760179059,0.000535063
84,2020/4/16,30875,35.608,1.760179059,0.00046818
85,2020/4/17,33057,35.608,1.835729894,0.000601946
85,2020/4/17,33057,35.608,1.835729894,0.000601946
88,2020/4/20,27757,35.608,2.031572079,0.000535063
89,2020/4/21,39967,35.608,2.134364188,0.000601946
89,2020/4/21,39967,35.608,2.134364188,0.000601946
89,2020/4/21,39967,35.608,2.134364188,0.000535063
90,2020/4/22,14690,35.608,2.167253414,0.000601946
90,2020/4/22,14690,35.608,2.167253414,0.000535063
90,2020/4/22,14690,35.608,2.167253414,0.000735712
90,2020/4/22,14690,35.608,2.167253414,0.00046818
90,2020/4/22,14690,35.608,2.167253414,0.000735712
91,2020/4/23,35190,35.608,2.256300455,0.000535063
91,2020/4/23,35190,35.608,2.256300455,0.000200649
91,2020/4/23,35190,35.608,2.256300455,0.000869478
92,2020/4/24,17387,35.608,2.254415781,0.000601946
92,2020/4/24,17387,35.608,2.254415781,0.000668829
92,2020/4/24,17387,35.608,2.254415781,0.000668829
92,2020/4/24,17387,35.608,2.254415781,0.000535063
92,2020/4/24,17387,35.608,2.254415781,0.00046818
92,2020/4/24,17387,35.608,2.254415781,0.000401298
92,2020/4/24,17387,35.608,2.254415781,0.000535063
93,2020/4/25,45769,35.608,2.37629742,0.000535063
93,2020/4/25,45769,35.608,2.37629742,0.000535063
94,2020/4/26,27086,35.608,2.432846737,0.00046818
94,2020/4/26,27086,35.608,2.432846737,0.000535063
94,2020/4/26,27086,35.608,2.432846737,0.000535063
95,2020/4/27,22064,35.608,2.483125948,0.000735712
95,2020/4/27,22064,35.608,2.483125948,0.000401298
95,2020/4/27,22064,35.608,2.483125948,0.000601946
95,2020/4/27,22064,35.608,2.483125948,0.000334415
95,2020/4/27,22064,35.608,2.483125948,0.000601946
95,2020/4/27,22064,35.608,2.483125948,0.000535063
96,2020/4/28,26157,35.608,2.542819423,0.000802595
96,2020/4/28,26157,35.608,2.542819423,0.000601946
96,2020/4/28,26157,35.608,2.542819423,0.000535063
96,2020/4/28,26157,35.608,2.542819423,0.000535063
97,2020/4/29,25926,35.608,2.59862519,0.00046818
97,2020/4/29,25926,35.608,2.59862519,0.00046818
97,2020/4/29,25926,35.608,2.59862519,0.000535063
97,2020/4/29,25926,35.608,2.59862519,0.000735712
98,2020/4/30,29763,35.608,2.666069803,0.000535063
98,2020/4/30,29763,35.608,2.666069803,0.000869478
98,2020/4/30,29763,35.608,2.666069803,0.000601946
98,2020/4/30,29763,35.608,2.666069803,0.000668829
98,2020/4/30,29763,35.608,2.666069803,0.000535063
98,2020/4/30,29763,35.608,2.666069803,0.000735712
99,2020/5/1,35414,35.608,2.652197269,0.000535063
99,2020/5/1,35414,35.608,2.652197269,0.000668829
99,2020/5/1,35414,35.608,2.652197269,0.000535063
99,2020/5/1,35414,35.608,2.652197269,0.00046818
99,2020/5/1,35414,35.608,2.652197269,0.000267532
100,2020/5/2,25009,35.608,2.68969651,0.000735712
100,2020/5/2,25009,35.608,2.68969651,0.000601946
100,2020/5/2,25009,35.608,2.68969651,0.000601946
100,2020/5/2,25009,35.608,2.68969651,0.00046818
100,2020/5/2,25009,35.608,2.68969651,0.000668829
100,2020/5/2,25009,35.608,2.68969651,0.000601946
100,2020/5/2,25009,35.608,2.68969651,0.000735712
102,2020/5/4,21982,35.608,2.801326252,0.000936361
102,2020/5/4,21982,35.608,2.801326252,0.000735712
102,2020/5/4,21982,35.608,2.801326252,0.00046818
102,2020/5/4,21982,35.608,2.801326252,0.00046818
102,2020/5/4,21982,35.608,2.801326252,0.000535063
102,2020/5/4,21982,35.608,2.801326252,0.00046818
102,2020/5/4,21982,35.608,2.801326252,0.000735712
102,2020/5/4,21982,35.608,2.801326252,0.000735712
102,2020/5/4,21982,35.608,2.801326252,0.000802595
102,2020/5/4,21982,35.608,2.801326252,0.000668829
102,2020/5/4,21982,35.608,2.801326252,0.000535063
102,2020/5/4,21982,35.608,2.801326252,0.000735712
103,2020/5/5,24767,35.608,2.861459788,0.000601946
103,2020/5/5,24767,35.608,2.861459788,0.000802595
103,2020/5/5,24767,35.608,2.861459788,0.000601946
103,2020/5/5,24767,35.608,2.861459788,0.000802595
103,2020/5/5,24767,35.608,2.861459788,0.000802595
103,2020/5/5,24767,35.608,2.861459788,0.000869478
103,2020/5/5,24767,35.608,2.861459788,0.000936361
103,2020/5/5,24767,35.608,2.861459788,0.000802595
103,2020/5/5,24767,35.608,2.861459788,0.000668829
103,2020/5/5,24767,35.608,2.861459788,0.000601946
104,2020/5/6,19795,35.608,2.915080425,0.000735712
104,2020/5/6,19795,35.608,2.915080425,0.000601946
104,2020/5/6,19795,35.608,2.915080425,0.00046818
104,2020/5/6,19795,35.608,2.915080425,0.000869478
104,2020/5/6,19795,35.608,2.915080425,0.000601946
104,2020/5/6,19795,35.608,2.915080425,0.000802595
104,2020/5/6,19795,35.608,2.915080425,0.000735712
104,2020/5/6,19795,35.608,2.915080425,0.000735712
104,2020/5/6,19795,35.608,2.915080425,0.000601946
104,2020/5/6,19795,35.608,2.915080425,0.000735712
104,2020/5/6,19795,35.608,2.915080425,0.00046818
104,2020/5/6,19795,35.608,2.915080425,0.000668829
104,2020/5/6,19795,35.608,2.915080425,0.000601946
104,2020/5/6,19795,35.608,2.915080425,0.000735712
104,2020/5/6,19795,35.608,2.915080425,0.000668829
104,2020/5/6,19795,35.608,2.915080425,0.000601946
105,2020/5/7,31272,35.608,2.986831563,0.000735712
105,2020/5/7,31272,35.608,2.986831563,0.000668829
105,2020/5/7,31272,35.608,2.986831563,0.000601946
105,2020/5/7,31272,35.608,2.986831563,0.000601946
105,2020/5/7,31272,35.608,2.986831563,0.000668829
105,2020/5/7,31272,35.608,2.986831563,0.000735712
105,2020/5/7,31272,35.608,2.986831563,0.000802595
105,2020/5/7,31272,35.608,2.986831563,0.000668829
105,2020/5/7,31272,35.608,2.986831563,0.000735712
105,2020/5/7,31272,35.608,2.986831563,0.000668829
105,2020/5/7,31272,35.608,2.986831563,0.000668829
105,2020/5/7,31272,35.608,2.986831563,0.000535063
106,2020/5/8,29089,35.608,3.05814264,0.000535063
106,2020/5/8,29089,35.608,3.05814264,0.000601946
106,2020/5/8,29089,35.608,3.05814264,0.000535063
106,2020/5/8,29089,35.608,3.05814264,0.000535063
106,2020/5/8,29089,35.608,3.05814264,0.000535063
106,2020/5/8,29089,35.608,3.05814264,0.000601946
107,2020/5/9,23847,35.608,3.084822458,0.000668829
107,2020/5/9,23847,35.608,3.084822458,0.000601946
109,2020/5/11,7962,35.608,3.105107739,0.000869478
109,2020/5/11,7962,35.608,3.105107739,0.000735712
109,2020/5/11,7962,35.608,3.105107739,0.000735712
109,2020/5/11,7962,35.608,3.105107739,0.00046818
110,2020/5/12,33151,35.608,3.206940819,0.000334415
110,2020/5/12,33151,35.608,3.206940819,0.000735712
110,2020/5/12,33151,35.608,3.206940819,0.000334415
110,2020/5/12,33151,35.608,3.206940819,0.000936361
110,2020/5/12,33151,35.608,3.206940819,0.000267532
110,2020/5/12,33151,35.608,3.206940819,0.000802595
110,2020/5/12,33151,35.608,3.206940819,0.000267532
110,2020/5/12,33151,35.608,3.206940819,0.00046818
110,2020/5/12,33151,35.608,3.206940819,0.000267532
111,2020/5/13,19622,35.608,3.222200303,0.000735712
112,2020/5/14,27592,35.608,3.290764795,0.000735712
112,2020/5/14,27592,35.608,3.290764795,0.000869478
112,2020/5/14,27592,35.608,3.290764795,0.000668829
112,2020/5/14,27592,35.608,3.290764795,0.000601946
112,2020/5/14,27592,35.608,3.290764795,0.000735712
112,2020/5/14,27592,35.608,3.290764795,0.000601946
112,2020/5/14,27592,35.608,3.290764795,0.000735712
112,2020/5/14,27592,35.608,3.290764795,0.000869478
112,2020/5/14,27592,35.608,3.290764795,0.000601946
112,2020/5/14,27592,35.608,3.290764795,0.000735712
116,2020/5/18,20357,35.608,3.439508346,0.001070127
116,2020/5/18,20357,35.608,3.439508346,0.000802595
116,2020/5/18,20357,35.608,3.439508346,0.000601946
117,2020/5/19,18635,35.608,3.472670713,0.000535063
118,2020/5/20,23685,35.608,3.525116844,0.000735712
119,2020/5/21,27834,35.608,3.592655539,0.000802595
119,2020/5/21,27834,35.608,3.592655539,0.000735712
119,2020/5/21,27834,35.608,3.592655539,0.000535063
119,2020/5/21,27834,35.608,3.592655539,0.000802595
119,2020/5/21,27834,35.608,3.592655539,0.000735712
119,2020/5/21,27834,35.608,3.592655539,0.000735712
120,2020/5/22,23595,35.608,3.503566009,0.000668829
121,2020/5/23,18467,35.608,3.522688923,0.000668829
127,2020/5/29,25751,35.608,3.752236722,0.00113701
127,2020/5/29,25751,35.608,3.752236722,0.00113701
127,2020/5/29,25751,35.608,3.752236722,0.001070127
127,2020/5/29,25751,35.608,3.752236722,0.001070127
127,2020/5/29,25751,35.608,3.752236722,0.001003244
127,2020/5/29,25751,35.608,3.752236722,0.001203893
127,2020/5/29,25751,35.608,3.752236722,0.001003244
127,2020/5/29,25751,35.608,3.752236722,0.001003244
127,2020/5/29,25751,35.608,3.752236722,0.00113701
127,2020/5/29,25751,35.608,3.752236722,0.001070127
128,2020/5/30,24166,35.608,3.792239757,0.00113701
130,2020/6/1,21698,35.608,3.77862519,0.000802595
131,2020/6/2,23439,35.608,3.829080425,0.000735712
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000735712
132,2020/6/3,18414,35.608,3.835468892,0.000735712
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000869478
132,2020/6/3,18414,35.608,3.835468892,0.000936361
132,2020/6/3,18414,35.608,3.835468892,0.000869478
136,2020/6/7,19501,35.608,4.012391502,0.001003244
137,2020/6/8,17596,35.608,4.064424886,0.000735712
137,2020/6/8,17596,35.608,4.064424886,0.000802595
137,2020/6/8,17596,35.608,4.064424886,0.000869478
137,2020/6/8,17596,35.608,4.064424886,0.000735712
138,2020/6/9,17276,35.608,4.077481032,0.000668829
141,2020/6/12,25697,35.608,4.195972686,0.000869478
142,2020/6/13,24698,35.608,4.240952959,0.000735712
142,2020/6/13,24698,35.608,4.240952959,0.000668829
143,2020/6/14,24178,35.608,4.297122914,0.000802595
148,2020/6/19,33802,35.608,4.533726859,0.000535063
148,2020/6/19,33802,35.608,4.533726859,0.000735712
148,2020/6/19,33802,35.608,4.533726859,0.000802595